imdbid,title,rating,director,cast,duration,descripton
tt9833406,The Cold Open (TV Short 2019),7.8,Joel Gallen,"Rosanna Arquette,Marcia Gay Harden,Brian Tyree Henry,Aubrey Plaza",4M,NA
tt9833454,Ranok na Televsesviti (TV Series 2016â€“ ),NA,NA,"Kristina Slivka,Aleksandr Zherebko,Georgiy Deliev,Boris Barsky",NA,NA
tt9833656,Mickey Vs Mario (TV Short 2019),NA,Nicholas Horne,"Lucas Aguila,Angel Del Valle,Nicholas Horne",NA,"Mickey Vs Mario is a TV short starring Lucas Aguila, Angel Del Valle, and Nicholas Horne. Mickey goes for a visit to Mario's house for a game night. Once they enter, it's becomes card battle of the century. Mario and Mickey change..."
tt9833870,Moghasser pedaram bood (1966),NA,Reza Safai,"Reza Beyk Imanverdi,Sonia,Akbar Jannati Shirazi,Dalileh Namazi",NA,NA
tt9834002,MDR-004 (Video 2005),NA,Dai Omura,"Mai Haruna,Ichigo Amami,Mayu Koizumi,Sumomo Yozakura",NA,NA
tt9834056,Sakke (2019),5.3,Anssi Kasitonni,"Sakke Heinonen,Anssi Kasitonni",9M,NA
tt9834296,Ossolinczycy - 200 lat historii (2018),NA,Krzysztof Kunert,NA,NA,NA
tt9834400,Visst kan Lotta cykla (TV Movie 2006),NA,Pelle Ferner,"Alexandra Rapaport,Nicola Ransom,Anne Moll",28M,NA
tt9834418,Ã”hoka seidan-shogun ha yoru odoru (1950),NA,SantarÃ´ Marune,"Shizuko Kasachi,Chieko Aiba,KingorÃ´ Yanagiya,Achako Hanabishi",1H36M,NA
tt9834426,Visst kan Lotta nÃ¤stan allting (TV Movie 2006),NA,Pelle Ferner,"Alexandra Rapaport,Anne Moll,Nicola Ransom",35M,NA
tt9834486,Seishun kaku ryoku-niki (1938),NA,Kunio Watanabe,"Akira Kishii,Kamatari Fujiwara,Sumie Tsubaki,Beniko Kiyokawa",1H20M,NA
tt9834560,Ã›tahe kawakazÃª (1939),NA,KyÃ´tarÃ´ Namiki,"Ranko Hanai,Akira Kishii,Sadako Sawamura,Jun Fujio",1H12M,NA
tt9834678,Thora West (1915),NA,Siegfried Philippi,"Hugo Flink,Theodor Loos,Hans Mierendorff,Friedrich Rhaneck",NA,NA
tt9834716,Australia's Hidden Shame: The True Roo Story (2019),NA,NA,"John Read,Mark Koolmatrie,Katherine Moseby,David Paton",5M,"Australia's Hidden Shame: The True Roo Story is a short starring John Read, Mark Koolmatrie, and Katherine Moseby. Far from going into extinction, Australian kangaroos have increased in abundance since European settlement. Land..."
tt9834934,Y'a plein d'soleil (TV Series 1998â€“2009),NA,NA,"Louis-Paul Allard,Roger Joubert,Tex Lecor,Daniel PichÃ©",NA,"Y'a plein d'soleil is a TV series starring Louis-Paul Allard, Roger Joubert, and Tex Lecor. -""Y'a plein d'soleil"" was a Quebec television magazine (in Canada) for seniors, broadcast from 1998 to 2009 on TQS. The magazine was..."
tt9835192,FuryÃ» ukiyoyukÃ¢ (1939),NA,Kei Okada,"Kamatari Fujiwara,Akira Kishii,Kinba SanyÃ»tei,EitarÃ´ ShindÃ´",1H16M,NA
tt9835532,Wasuraruenu hitomi (1939),NA,Kunio Watanabe,"Akira Kishii,Chizuko Kanda,Yoshio Kosugi,Nijiko Kiyokawa",1H7M,NA
tt9836798,Hachigatsu no Cinderella Nine (TV Series 2019â€“ ),6.3,NA,"Nozomi Nishida,Saki Minami,Honoka Inoue,Yumiri Hanamori",NA,"Hachigatsu no Cinderella Nine is a TV series starring Nozomi Nishida, Saki Minami, and Honoka Inoue. When Arihara Tsubasa enters Rigahama Municipal High School and learns that it has no baseball club, she starts up the Girls'..."
tt9836996,Na Cinza Fica Calor (2017),NA,MÃ³nica Martins Nunes,"Maria Pikinita Monteiro,JosÃ© ZÃ© Doce Lopes dos Santos,FÃ¡bio Junior GonÃ§alves Dias,CecÃ­lio Montrond",21M,"Na Cinza Fica Calor is a short starring Maria Pikinita Monteiro, JosÃ© ZÃ© Doce Lopes dos Santos, and FÃ¡bio Junior GonÃ§alves Dias. ""Every morning when I go out of the door, he is the first one I see. He is the first to tell me good..."
tt9837260,Star Trek: Phaser Strike (Video Game 1979),NA,NA,NA,NA,NA
tt9837320,Peruna,NA,Joona Tena,NA,NA,NA
tt9837344,Star Trek: The Motion Picture (Video Game 1982),NA,NA,NA,NA,NA
tt9837394,Shef-kukhar krainy (TV Series 2010â€“ ),NA,NA,"Mihail Poplavskii,Aleksandr Zherebko,Alexander Rybak,Yuriy Horbunov",NA,NA
tt9837442,Les gosses de Montmartre (1916),NA,Francisque Poulbot,NA,NA,NA
tt9837538,Stern Pinball Arcade (Video Game 2016),NA,NA,NA,NA,NA
tt9837602,I Wuuuvvv You So Much (2019),NA,Paul Usungu,"Maximus Karafilis,Frank DeTommaso,Nazsir Givens,Katana Roman",10M,"I Wuuuvvv You So Much is a short starring Maximus Karafilis, Frank DeTommaso, and Nazsir Givens. A teenager, and his goofy buddies, have one misadventure after another while trying to find love."
tt9837684,Bill Viola: Retrospectiva (2017),NA,Bill Viola,NA,NA,NA
tt9837746,Campo Muerto (2018),NA,Augusto Bejas,NA,6M,NA
tt9837876,Slicha Al Hasheela (TV Series 2018â€“ ),NA,NA,NA,NA,NA
tt9837884,Shali ghali (2009),NA,Islam Kamal,NA,24M,NA
tt9837902,American Idol a new journey begins (2019),5.2,Shane Ryan Valdez,"Katy Perry,Lionel Richie,Ryan Seacrest",NA,NA
tt9838090,Metro Park (TV Mini-Series 2019â€“ ),8.2,NA,"Ranvir Shorey,Purbi Joshi,Omi Vaidya,Vega Tamotia",NA,"Metro Park is a TV mini-series starring Ranvir Shorey, Purbi Joshi, and Omi Vaidya. This web series is about Indian Gujarati Family Living in Metro Park in America. Payal and Kalpesh Patel and their children, It is a Typical..."
tt9838100,La noche de los Oscar (2019),NA,NA,"Yalitza Aparicio,Javier Bardem,Pepa Blanes,Manuel Burque",NA,NA
tt9838176,En Buena Forma (TV Series 1995â€“1996),NA,NA,"Gunter Gil,Varina",NA,NA
tt9838346,Katsute no mirai (2019),NA,Takamasa Iwasaki,NA,NA,NA
tt9838348,Karaoke ansanburu (2019),NA,Yosuke Koizumi,NA,NA,NA
tt9838374,Pia: Machi o tsunagumono (2019),NA,Shin'ya Ayabe,"Kawatoko Asuka,Moe Edamoto,Yoshihiko Hosoda,Nanako Kaneko",1H39M,"Pia: Machi o tsunagumono is a movie starring Kawatoko Asuka, Moe Edamoto, and Yoshihiko Hosoda. Masato Takahashi is a young doctor, who works at a university hospital. His father Keizo, who is also a doctor and runs a clinic,..."
tt9838378,Randen (2019),NA,Takuji Suzuki,NA,NA,NA
tt9838380,Papa to musume no 7-kakan (2019),NA,Ken Ochiai,NA,NA,NA
tt9838406,KRMV-252 (Video 2007),NA,NA,"@You,Hotaru Akane,Runa Sezaki",NA,NA
tt9838412,Wairudo tsuÃ¢ (2019),NA,ShÃ´ Miyake,NA,1H7M,NA
tt9838414,ShisutÃ¢fuddo (2019),NA,Takashi Nishihara,NA,NA,NA
tt9838420,Yukkuri (2019),NA,Momoko Fukuda,NA,NA,NA
tt9838428,Shinjuku taigÃ¢ (2019),NA,Yoshinori SatÃ´,NA,1H23M,NA
tt9838430,Nunchaku souru (2019),NA,Akiyoshi Koba,NA,NA,NA
tt9838696,Minions of the Zoo (TV Series 2017â€“ ),NA,NA,"Prospero,Skep Tock,Sanguine Mathghamhain,Delahazed",NA,NA
tt9838916,Nohadan Amme (2004),NA,Kandapola Kumarathunga,"Dilhani Ekanayake,Roshan Pilapitaya,Rebeka Nirmali,Ananda Wickramage",1H47M,NA
tt9838980,Chi o sÃ» nendo 2,NA,SÃ´ichi Umezawa,"Asuka Kurosawa,Leila Masamoto",NA,NA
tt9839038,Jim Kopf und die Wilde 13,NA,Dennis Gansel,"Annette Frier,Henning Baum,Milan Peschel,Solomon Gordon",NA,NA
tt9839040,Murphy's Law: Ghanoone Morfi (2019),4.9,Rambod Javan,"Amir Jadidi,Amir Jafari,Rambod Javan,Danial Ghaffarzadeh",1H30M,"Murphy's Law: Ghanoone Morfi is a movie starring Amir Jadidi, Amir Jafari, and Rambod Javan. Bahman's daughter is kidnapped. Farokh recently fired as a police man is going to help him find his daughter and."
tt9839118,GoketsÃ» ningyo (1940),NA,Kei Okada,"Kin'ichi Shimizu,Akira Kishii,Minoru Takase,Meiko Nakamura",1H12M,NA
tt9839526,The Legend of Zelda: Link's Awakening (Video Game 2019),NA,NA,NA,NA,NA
tt9839620,"CorÃ©e, la guerre de cent ans (TV Mini-Series 2019)",NA,NA,NA,NA,NA
tt9840432,Hong tan yingxiong,NA,Alan Wang,NA,NA,NA
tt9840926,Les nuits d'une bourgeoise (Video 2017),NA,HervÃ© Bodilis,"Anna Polina,Tamara Grace,Cassie Del Isla,Ricky Mancini",NA,NA
tt9840936,Kinjiraneta kuchibiru (1958),NA,Kiyoshi Horiike,"Makiko Aoi,Ruriko Asaoka,Keiko Hara,Teruyo Hasegawa",1H18M,NA
tt9841126,"Cougars, Cocks & Jocks (Video 2012)",NA,NA,"Honey West,Michelle Lay,Roxanne Hall,Lisa Lee",NA,NA
tt9841374,Gewalt von links: Eine Bewegung zwischen Protest und Terror (TV Movie 2018),NA,Rainer Fromm,NA,52M,NA
tt9842544,JonÃ¡s II. aneb Jak je dulezitÃ© mÃ­ti Melicharovou (1988),NA,VladimÃ­r SÃ­s,"JirÃ­ SuchÃ½,Jitka MolavcovÃ¡,Mahulena BocanovÃ¡,Zita KabÃ¡tovÃ¡",1H14M,NA
tt9842550,Heritage of the Nation,NA,Oleksandr Tkachuk,NA,1H20M,NA
tt9842736,Biene Majas wilde Schwestern (TV Movie 2016),NA,Jan Haft,NA,43M,NA
tt9842900,William VoÃŸ. Der Millionendieb (1915),NA,Rudolf Meinert,"Leopold Bauer,Theodor Burghardt,Victor Colani,Herr. Strahl",NA,NA
tt9842970,Punks,NA,Costin Becheanu,"Elena Ghenoiu,Dan Istrate,Costin Becheanu",2H7M,"Punks is a movie starring Elena Ghenoiu, Dan Istrate, and Costin Becheanu. Two brothers live in a shelter in communist Romania."
tt9843084,Rock et Belles Oreilles: Ã‡a rend rap (Video 1984),NA,Michel Poulette,"AndrÃ© Ducharme,Chantal Francke,Bruno Landry,Guy A. Lepage",NA,NA
tt9843368,Biohazard 4: Incubate (Video 2006),NA,Kuniomi Matsushita,"Michael Gough,Paul Mercier,Rene Mujica,Rino Romano",NA,"Biohazard 4: Incubate is a video starring Michael Gough, Paul Mercier, and Rene Mujica. A special CGI film made-for DVD summarizing the story of the Resident Evil 4 game, excluding a couple of scenes for narrative consistency. Leon..."
tt9843402,ChÃ£o (2019),7.5,Camila Freitas,"Natalina VÃ³ CÃ¢ndida,Wilmar P.C. Fernandes,Valtenir Gomes,Elizabett ConceiÃ§Ã£o",1H50M,"ChÃ£o is a movie starring Natalina VÃ³ CÃ¢ndida, Wilmar P.C. Fernandes, and Valtenir Gomes. An insight into the Brazilian Landless Workers Movement's everyday routine, which is divided up between tilling the land, political activism..."
tt9843466,Famous Adjacent (2019),NA,Lee Cipolla,"Susie Abromeit,Christie Campo,Alona Tal,Peter Facinelli",NA,"Famous Adjacent is a short starring Susie Abromeit, Christie Campo, and Alona Tal. The real story of women trying to make it in Hollywood."
tt9843516,IRIS Dominicana Movie Awards (2019),NA,IvÃ¡n Tejada,"Eva Arias,Stephany Liriano,Jean Jean,Judith Rodriguez Perez",NA,NA
tt9843568,Monday (2011),NA,Saeed Roustayi,"Hadi Afshar,Hamidreza Borzou,Gity Ghasemi,Toofan Jazire",26M,NA
tt9843984,2036 Apocalypse Earth (2019),NA,Kwang-Hyun Park,"Jung-jae Lee,Sun-kyun Lee,Jung-min Hwang,Young-chang Song",NA,"2036 Apocalypse Earth is a movie starring Jung-jae Lee, Sun-kyun Lee, and Jung-min Hwang. A story of apocalypse near-Earth asteroid that caused a brief period of concern in December 2004 because initial observations indicated a..."
tt9843994,Becoming Pikachu (2019),7.8,NA,"Blake Lively,Ryan Reynolds",1M,"Becoming Pikachu is a short starring Blake Lively and Ryan Reynolds. Actor Ryan Reynolds discusses the extreme measures he went to to prepare for his role in ""Detective Pikachu""."
tt9844014,Hollyweird Anonymous (TV Series 2019â€“ ),NA,NA,"Peter Ghabi,Peter Dach,Kayla Eva,Thomas M Lambert",NA,"Hollyweird Anonymous is a TV series starring Peter Ghabi, Peter Dach, and Kayla Eva. Four Hollywood personalities get into legal trouble and are forced into a group mandated therapy."
tt9844068,Terence C. Stanley's Aberration (2019),NA,Terence C. Stanley,"Terence C. Stanley,Cat Lopez,Lian Amado,Tuffy Questell",15M,"Terence C. Stanley's Aberration is a short starring Terence C. Stanley, Cat Lopez, and Lian Amado. Terrell Cyrus is documenting 'Game Night' with the guys...but he's seeing something in his phone that he's not seeing in real life...."
tt9844106,My Moomin (TV Movie 2019),5.6,Ditte Uljas,"Marika Makaroff,Sophia Jansson,Steve Box,Hiroko Horie",57M,NA
tt9844166,Disparition inquiÃ©tante (TV Movie 2019),5.9,Arnauld Mercadier,"Sara Forestier,Pierre Rochefort,Richard Andrieux,AngÃ©lique Baudrin",1H30M,"Disparition inquiÃ©tante is a TV movie starring Sara Forestier, Pierre Rochefort, and Richard Andrieux. Maya Rosetti, a young commissioner, is in charge of the search of 9 children of a protestant school who have been sequestered and..."
tt9844198,Vah! (1980),NA,Cahangir Mehdiyev,"Mammad Alili,K. Babayev,Javahir Bayramova,Arif Gasimov",15M,"Vah! is a short starring Mammad Alili, K. Babayev, and Javahir Bayramova. Comedy with subtlety and elegance ridicules remnants of the past, sometimes occurring among educated people with kind, sympathetic and generous hearts."
tt9844256,Code Geass: Lelouch of the Rebellion Episode III (2018),7.6,GorÃ´ Taniguchi,"Jun Fukuyama,Ami Koshimizu,Kaori Nazuka,Yukana Nogami",2H,NA
tt9844312,Princess Pring (TV Series 2019â€“ ),NA,NA,"Ryu Jeomhee,Su-jin Kang,Hyeon-ji Kim,Yeong-seon Kim",NA,"Princess Pring is a TV series starring Ryu Jeomhee, Su-jin Kang, and Hyeon-ji Kim. The Birthday Kingdom is a special place where children are invited to during their birthday to celebrate, greeted by the kingdom's Crown Princess,..."
tt9844316,Home Test (2018),NA,Chen Shumowitz-Schuster,"Issra Eleskh,Agam Schuster,Gil Weiss",9M,"Home Test is a short starring Issra Eleskh, Agam Schuster, and Gil Weiss. Daphna and Geva are waiting for the results of their pregnancy test, as they hear a knock on the door. From now on, their lives are going to change."
tt9844334,Vernon Subutex (TV Series 2019â€“ ),6.6,NA,"Romain Duris,CÃ©line Sallette,Laurent Lucas,Flora Fischbach",NA,NA
tt9844358,Satsujinki o kau onna (2019),NA,Hideo Nakata,"Rin Asuka,Shin'ya Hamada,Airi Matsuyama,Kenji Mizuhashi",1H22M,"Satsujinki o kau onna is a movie starring Rin Asuka, Shin'ya Hamada, and Airi Matsuyama. When Kyoko was a child her stepfather loved her sexually. She took refuge in the world of fantasy and multiple personalities. Kyoko has three..."
tt9844452,Songoku 1 (1940),NA,KajirÃ´ Yamamoto,"Ken'ichi Enomoto,Ranko Hanai,Akira Kishii,Hideko Takamine",1H12M,NA
tt9844518,Ausgebremst: Der Ãœberlebenskampf der Autobauer (TV Movie 2018),NA,Dominic Egizzi,NA,1H31M,NA
tt9844562,Songoku 2 (1940),NA,KajirÃ´ Yamamoto,"Ken'ichi Enomoto,Ranko Hanai,Akira Kishii,Hideko Takamine",1H7M,NA
tt9844650,Zhong guo he huo ren 2 (2018),4,Yadang Liu,"Lixin Zhao,Xiao-su Ling,Jia Wang,Qi Dong",2H3M,"Zhong guo he huo ren 2 is a movie starring Lixin Zhao, Xiao-su Ling, and Jia Wang. Set in the internet era. Two programmers grow up and become entrepreneurs in an investor's perspective."
tt9844734,Shinpen bochan (1941),NA,Kunio Watanabe,"Minoru Takada,Isuzu Yamada,JÃ´ji Oka,Akira Kishii",1H29M,NA
tt9844888,Shui Dou Ke Wang Yu Jian Ni (TV Series 2019â€“ ),NA,NA,"Riley Wang,William Sciortino,Zhehan Zhang,Nan Xing Li",NA,"Shui Dou Ke Wang Yu Jian Ni is a TV series starring Riley Wang, William Sciortino, and Zhehan Zhang. Zhang Wei, the general manager of a five-star hotel, was pressured by work throughout his life until he met Luo Xi, a girl who..."
tt9844898,Lautrec 81 (TV Series 1981â€“1985),NA,NA,"Donald Lautrec,Claude Dubois,Diane GuÃ©rin",NA,NA
tt9844902,Nasjonal strikkekveld (2013),NA,Lise May SpissÃ¸y,"Rebecca Nedregotten Strand,GÃ¸ril Grov SÃ¸rdal,Linda Aasan,Ã…se Brit Andreassen Meltvik",NA,"Nasjonal strikkekveld is a TV special starring Rebecca Nedregotten Strand, GÃ¸ril Grov SÃ¸rdal, and Linda Aasan. One sheep, one cutter, and seven spinners/knitters are met together at Trikotasjemuseet in Salhus, where an ambiguous..."
tt9844988,Zhi ma hu tong (TV Series 2019),NA,NA,"Yanjun Bi,Zi Ge Fang,Yitian Hai,Bing He",NA,"Zhi ma hu tong is a TV series starring Yanjun Bi, Zi Ge Fang, and Yitian Hai. Set in 1947, it follows the relationship between three people - the shop owner, his wife and a young woman who is determined to cure her father's illness."
tt9845052,Nasjonal vedkveld (TV Movie 2013),NA,Lise May SpissÃ¸y,"Rebecca Nedregotten Strand,Olav Antonsen,AsbjÃ¸rn Barmen,Christine Fauske Faannessen",12H1M,"Nasjonal vedkveld is a TV movie starring Rebecca Nedregotten Strand, Olav Antonsen, and AsbjÃ¸rn Barmen. For 12 hours, the wood will make you warm. You will meet dedicated firewood people, including Lars Mytting, Mads Gilbert, Toralv..."
tt9845398,Fin de siglo (2019),7.5,Lucio Castro,"Juan Barberini,Ramon Pujol,MÃ­a Maestro,Mariano Lopez Seoane",1H24M,"Fin de siglo is a movie starring Juan Barberini, Ramon Pujol, and MÃ­a Maestro. Two men meet in Barcelona and after spending a day together they realize that they have already met twenty years ago."
tt9847900,Minna no PokÃ©mon Sukuranburu (Video Game 2015),NA,Norio Matsumura,NA,NA,NA
tt9848566,MDMA feat Aleksandr Zherebko: Tvoi druz'ya (Video 2017),NA,NA,"Aleksandr Zherebko,Aleksandr Borodavka,Anton Murafa",NA,NA
tt9848590,Chotkiy Paca feat Alexandr Zherebko: S'odni my budem syni (Video 2018),NA,Aleksandr Borodavka,"Aleksandr Zherebko,Vasyl Kit,Aleksandr Borodavka",NA,NA
tt9848614,Chotkiy Paca feat Alexandr Zherebko: Pravda (Video 2018),NA,Aleksandr Borodavka,"Aleksandr Borodavka,Aleksandr Zherebko",NA,NA
tt9848876,The Steampunk Adventures of Salem Tusk (2019),8.5,Thomas Nicol,"Bishop Stevens,Michael Beran,Trevor Murdoch,Rachel Pinkerton",NA,NA
tt9849010,El Patio de Medrano (TV Series 1985â€“1993),NA,NA,"Dulce MarÃ­a Brea,Dolphy PelÃ¡ez,Milton PelÃ¡ez",NA,NA
tt9849242,"40 ans, l'Initiation de ma Jeune Voisine (Video 2019)",NA,Liselle Bailey,"India Summer,Aysha,Ania Kinski,Amber Jayne",NA,"40 ans, l'Initiation de ma Jeune Voisine is a video starring India Summer, Aysha, and Ania Kinski. Luna is only 18 and is completely in love with her boyfriend, Ben. But in all things sexual, she still has so much to learn, and this..."
tt9849672,GollegiisÃ¡ (TV Movie 2013),NA,Roger Manndal,"Liv Inger Somby,Roger Manndal,Isak Mathis Triumf,Lars-Ã…ke Claesson",40M,NA
tt9849830,Bakugan: Battle Force (2019),NA,Jee-woon Kim,"Yoon-Seok Kim,Sun-kyun Lee,Dal-su Oh,Eui-sung Kim",NA,"Bakugan: Battle Force is a movie starring Yoon-Seok Kim, Sun-kyun Lee, and Dal-su Oh. The battle brawlers force battle the evil 10 to save the universe and their world."
tt9849964,Omaera Zenin Mendokusai (2019),NA,Tadaaki HÃ´rai,"Himika Akaneya,Arisa Komiya,Reiko MutÃ´,Yuno Ohara",1H19M,"Omaera Zenin Mendokusai is a movie starring Himika Akaneya, Arisa Komiya, and Reiko MutÃ´. Kunihiko Kunitachi is a Japanese language teacher at a high school. Kazumi Kazumiya is a student there. She doesn't have any friends at school..."
tt9850064,KaijÃ» no kodomo (2019),6.3,Ayumu Watanabe,"Mana Ashida,Hiiro Ishibashi,SeishÃ» Uragami,Win Morisaki",NA,"KaijÃ» no kodomo is a movie starring Mana Ashida, Hiiro Ishibashi, and SeishÃ» Uragami. A young girl is drawn into a mystery involving sealife around the world, in which two mysterious boys are somehow involved."
tt9850324,Kibice (TV Series 2017),NA,NA,NA,NA,NA
tt9850330,Titus & Fien TV (TV Series 2016â€“ ),NA,NA,"Michael van Hoorne,Esther van Santen,Sita Vermeulen,Stijn Mac Gillavry",NA,NA
tt9850378,Man'najgy taptal (2015),NA,Stepan Burnashev,"Izabella Egorova,Fedot Lvov,Dmitriy Shadrin",1H11M,NA
tt9850882,Nu Trage Perdeaua (2019),NA,Andrei Florescu,"Tudor Oprisan,Iulia Verdes,Bogdan Albulescu,Adina Lucaciu",NA,"Nu Trage Perdeaua is a movie starring Tudor Oprisan, Iulia Verdes, and Bogdan Albulescu. The Romanian Revolution of 1989 is fast approaching and Teodor, a 10-year-old boy, must face his overprotective parents to learn more about the..."
tt9852492,Irohanihoheto (1960),NA,Noboru Nakamura,"Murasaki Fujima,YÃ»nosuke ItÃ´,RyÃ»ji Kita,KÃ´ji Mitsui",1H49M,NA
